id,school_id,created_at,classroom_type
1185,222,2016-09-11 12:33:22.596139,Primary
2951,884,2017-08-30 17:09:38.606631,Toddler
2952,884,2017-08-30 17:09:38.67777,Toddler
2741,450,2017-08-11 17:35:04.040617,Upper Elementary
2127,145,2017-05-18 16:48:00.711085,Primary
467,222,2016-05-06 22:53:32.028112,Elementary
2523,838,2017-07-25 21:56:35.880598,Primary
2524,838,2017-07-25 21:56:35.914906,Primary
2239,772,2017-06-12 15:10:02.912829,Primary
861,145,2016-08-16 20:19:47.850254,Primary
2240,772,2017-06-12 15:10:06.814838,Lower Elementary
287,93,2015-10-22 16:41:53.371822,Primary
2238,772,2017-06-12 15:10:02.895262,Primary
286,93,2015-10-22 16:41:43.74942,Primary
288,93,2015-10-22 16:42:06.007331,Primary
289,93,2015-10-22 16:42:15.271034,Elementary
2776,856,2017-08-15 00:09:13.714411,Toddler
3426,1045,2017-12-04 23:17:21.230814,Upper Elementary
2009,744,2017-04-26 01:33:50.31683,Primary
3843,1150,2018-03-14 00:36:49.518482,Upper Elementary
2276,787,2017-06-15 00:59:36.52407,Lower Elementary
3837,1148,2018-03-12 17:53:46.50804,Primary
3409,1033,2017-12-04 23:03:24.168565,Primary
2287,783,2017-06-15 18:32:23.46471,Lower Elementary
3437,1027,2017-12-07 19:48:17.808152,Toddler
3430,917,2017-12-06 19:09:53.457503,Primary
1479,479,2017-01-06 18:44:11.93652,Lower Elementary
2296,788,2017-06-16 17:28:54.387452,Primary
2297,788,2017-06-16 17:28:54.411935,Primary
3435,1027,2017-12-07 19:48:16.537574,Elementary
2298,788,2017-06-16 17:28:54.935039,Toddler
3844,1150,2018-03-14 00:36:49.555163,Lower Elementary
3845,1150,2018-03-14 00:36:50.485798,Primary
1485,479,2017-01-06 18:44:12.160145,Lower Elementary
3839,1142,2018-03-13 06:00:39.205777,Primary
3440,1048,2017-12-07 23:52:06.688989,Toddler
2302,479,2017-06-16 18:03:29.17543,Lower Elementary
3436,1027,2017-12-07 19:48:17.496337,Primary
2288,783,2017-06-15 18:32:23.49803,Lower Elementary
2299,788,2017-06-16 17:29:00.001485,Lower Elementary
3445,1052,2017-12-11 18:57:14.457856,Primary
3392,992,2017-12-01 20:58:15.113333,Upper Elementary
2235,95,2017-06-12 13:13:28.231534,Primary
3441,1048,2017-12-07 23:55:17.434923,Primary
2437,794,2017-07-09 16:44:25.813141,Elementary
2339,796,2017-06-20 16:45:56.823854,Infant
2292,479,2017-06-15 20:08:15.680308,Lower Elementary
2321,791,2017-06-19 15:00:57.741508,Infant
3438,942,2017-12-07 23:26:15.309167,Elementary
728,299,2016-07-22 23:52:11.382406,Primary
2743,869,2017-08-11 17:57:01.650465,Lower Elementary
3446,1052,2017-12-11 18:57:14.486958,Primary
2782,513,2017-08-16 13:56:04.830478,Primary
2262,780,2017-06-13 22:37:13.828752,Primary
2273,696,2017-06-15 00:47:51.513763,Upper Elementary
2274,696,2017-06-15 00:47:51.530559,Upper Elementary
2783,513,2017-08-16 14:02:14.008011,Primary
1297,299,2016-10-04 14:51:06.2522,Toddler
2980,816,2017-09-01 13:38:50.931956,Lower Elementary
2322,785,2017-06-19 15:07:43.486981,Toddler
729,299,2016-07-22 23:52:11.416882,Primary
2525,838,2017-07-25 21:56:36.190905,Toddler
2258,42,2017-06-13 19:57:02.540505,Upper Elementary
2955,884,2017-08-30 17:09:40.452851,Primary
2779,879,2017-08-15 16:17:02.532318,Lower Elementary
2953,884,2017-08-30 17:09:40.332454,Primary
2954,884,2017-08-30 17:09:40.397456,Primary
2522,511,2017-07-25 19:33:35.734438,Primary
3443,474,2017-12-11 16:38:16.066643,Lower Elementary
2521,830,2017-07-25 16:42:17.017369,Lower Elementary
2245,112,2017-06-12 15:38:58.079623,Primary
2777,846,2017-08-15 06:44:59.182048,Lower Elementary
2446,827,2017-07-10 17:23:33.154603,Primary
2447,827,2017-07-10 17:23:33.17371,Primary
2448,827,2017-07-10 17:23:35.604455,Lower Elementary
952,160,2016-08-26 22:39:53.877645,Adolescent
860,145,2016-08-16 20:19:47.816472,Primary
2772,460,2017-08-14 23:29:59.024078,Primary
1902,693,2017-04-07 22:36:22.929841,Lower Elementary
2309,319,2017-06-16 20:13:00.508125,Lower Elementary
3368,1036,2017-11-30 00:10:07.844351,Primary
2316,790,2017-06-19 14:46:05.461125,Upper Elementary
2318,790,2017-06-19 14:46:05.830141,Infant
3427,1033,2017-12-05 15:37:53.810812,Lower Elementary
3370,1036,2017-11-30 00:10:07.894234,Primary
2314,790,2017-06-19 14:46:01.874295,Primary
2315,790,2017-06-19 14:46:05.391833,Lower Elementary
3432,1043,2017-12-06 22:01:41.930193,Primary
2317,790,2017-06-19 14:46:05.515192,Adolescent
3371,1036,2017-11-30 00:10:11.201079,Lower Elementary
3372,1036,2017-11-30 00:10:11.245962,Lower Elementary
3442,1048,2017-12-07 23:55:49.094799,Elementary
3848,1138,2018-03-14 06:22:56.637179,Primary
2332,796,2017-06-20 16:45:55.132298,Lower Elementary
2336,796,2017-06-20 16:45:56.298196,Primary
2334,796,2017-06-20 16:45:56.201538,Primary
1977,166,2017-04-20 19:41:08.671679,Upper Elementary
3849,1138,2018-03-14 06:23:11.293477,Primary
620,70,2016-06-23 19:11:34.678807,Adolescent
540,81,2016-05-24 05:24:48.624963,Primary
2341,797,2017-06-20 18:02:07.759491,Infant
3388,992,2017-12-01 20:58:15.033901,Lower Elementary
2342,797,2017-06-20 18:02:07.805863,Infant
2343,797,2017-06-20 18:02:07.860372,Toddler
2344,797,2017-06-20 18:02:08.959249,Primary
2326,770,2017-06-19 18:12:48.126921,Primary
2766,869,2017-08-14 23:21:37.446396,Primary
2768,869,2017-08-14 23:24:39.295252,Primary
3854,1106,2018-03-14 15:22:52.095153,Primary
2773,461,2017-08-14 23:40:13.368482,Primary
3433,1043,2017-12-06 22:01:51.763508,Primary
3840,1138,2018-03-13 06:20:48.807989,Primary
1844,459,2017-03-20 22:59:32.714395,Primary
2295,479,2017-06-15 20:09:14.086395,Upper Elementary
2333,796,2017-06-20 16:45:55.18921,Lower Elementary
2335,796,2017-06-20 16:45:56.257294,Primary
2337,796,2017-06-20 16:45:56.340486,Primary
1241,397,2016-09-20 15:35:29.213012,Toddler
2224,773,2017-06-08 21:58:24.230726,Lower Elementary
3850,1106,2018-03-14 15:22:12.818426,Toddler
3439,942,2017-12-07 23:26:25.585425,Elementary
2307,319,2017-06-16 20:12:54.473353,Primary
385,146,2016-03-16 21:45:09.868343,Primary
2306,319,2017-06-16 20:12:54.426075,Primary
2784,513,2017-08-16 14:02:25.450759,Primary
2350,391,2017-06-21 19:48:51.606251,Toddler
3444,474,2017-12-11 16:39:32.397292,Lower Elementary
2348,391,2017-06-21 19:48:51.534741,Infant
2349,391,2017-06-21 19:48:51.578721,Toddler
626,211,2016-06-28 14:39:32.105459,Upper Elementary
2449,827,2017-07-10 17:23:35.623805,Lower Elementary
104,38,2015-06-19 15:51:56.550448,Adolescent
3852,1106,2018-03-14 15:22:34.540476,Primary
2785,70,2017-08-16 17:17:02.942921,Lower Elementary
3429,1033,2017-12-06 00:35:18.89824,Primary
3846,1138,2018-03-14 05:35:37.126117,Primary
3847,1138,2018-03-14 05:44:26.542063,Primary
3389,992,2017-12-01 20:58:15.05389,Lower Elementary
3390,992,2017-12-01 20:58:15.069286,Lower Elementary
3453,1025,2017-12-12 19:46:55.267048,Toddler
2983,921,2017-09-01 18:35:34.796176,Primary
3450,1025,2017-12-12 19:46:53.36664,Adolescent
2290,479,2017-06-15 20:03:08.642197,Lower Elementary
3431,917,2017-12-06 19:10:09.295429,Primary
3851,1106,2018-03-14 15:22:23.659672,Toddler
2470,829,2017-07-12 22:45:33.694466,Primary
2469,796,2017-07-12 20:26:14.999539,Primary
2767,869,2017-08-14 23:23:44.37861,Primary
2987,911,2017-09-01 18:42:19.060626,Primary
2300,788,2017-06-16 17:29:00.069565,Primary
2775,856,2017-08-15 00:08:36.391424,Primary
3457,1049,2017-12-12 20:01:48.39543,Toddler
3451,1025,2017-12-12 19:46:54.676712,Primary
2217,700,2017-06-07 20:56:29.650904,Elem. Gr. 4-6
3455,1050,2017-12-12 19:52:25.992141,Primary
2791,873,2017-08-16 19:04:04.2791,Toddler
2461,816,2017-07-10 21:02:20.880337,Adolescent
2984,921,2017-09-01 18:35:34.842495,Primary
3448,1025,2017-12-12 19:46:53.034186,Lower Elementary
3449,1025,2017-12-12 19:46:53.164293,Upper Elementary
2293,479,2017-06-15 20:08:33.376731,Upper Elementary
2294,479,2017-06-15 20:08:57.144155,Upper Elementary
2323,785,2017-06-19 15:07:44.537467,Primary
2982,921,2017-09-01 18:35:34.758075,Primary
570,144,2016-05-31 18:56:22.706082,Primary
3434,1043,2017-12-06 22:01:59.618211,Primary
3454,1050,2017-12-12 19:52:25.964317,Primary
3452,1025,2017-12-12 19:46:54.72079,Primary
2807,699,2017-08-17 16:01:34.866886,Elementary
3835,1147,2018-03-12 17:30:45.914282,Primary
3834,1147,2018-03-12 17:30:44.717498,Toddler
2471,796,2017-07-13 01:12:12.941708,Primary
3836,1147,2018-03-12 17:30:45.939689,Primary
2473,796,2017-07-13 01:12:47.392037,Primary
569,144,2016-05-31 18:55:37.380884,Primary
2472,796,2017-07-13 01:12:30.980091,Primary
3456,1049,2017-12-12 20:01:48.371088,Toddler
2289,783,2017-06-15 18:32:23.520976,Lower Elementary
2759,869,2017-08-14 22:40:36.393139,Lower Elementary
2986,911,2017-09-01 18:40:44.692367,Primary
1560,358,2017-02-04 15:18:09.887266,Primary
2463,546,2017-07-11 14:54:55.741884,Primary
2799,866,2017-08-17 15:50:24.429403,Primary
378,146,2016-03-16 21:45:06.544996,Lower Elementary
2798,458,2017-08-17 05:04:59.289849,Primary
440,3,2016-04-18 19:58:20.871978,Primary
811,315,2016-08-09 20:47:06.928207,Lower Elementary
2787,853,2017-08-16 19:02:50.907654,Primary
2788,853,2017-08-16 19:02:50.939505,Primary
1244,397,2016-09-20 15:35:47.901142,Primary
1239,397,2016-09-20 15:35:27.384463,Primary
1240,397,2016-09-20 15:35:29.121572,Toddler
2474,515,2017-07-13 15:30:32.374474,Primary
603,208,2016-06-16 17:00:22.466803,Elementary
1423,462,2016-11-21 18:35:02.677517,Toddler
1424,462,2016-11-21 18:35:04.846029,Primary
3420,1045,2017-12-04 23:17:19.056646,Toddler
3421,1045,2017-12-04 23:17:21.045131,Lower Elementary
2319,790,2017-06-19 14:46:05.890814,Toddler
2940,911,2017-08-29 21:00:32.034237,Primary
3859,1149,2018-03-14 23:48:15.450642,Primary
3857,1152,2018-03-14 22:31:37.290784,Primary
3408,1033,2017-12-04 23:03:23.231907,Lower Elementary
3862,1149,2018-03-15 13:28:28.468895,Elementary
1728,481,2017-03-08 14:10:11.268772,Toddler
1729,481,2017-03-08 14:10:25.691148,Toddler
1730,481,2017-03-08 14:10:34.429728,Toddler
2800,866,2017-08-17 15:50:35.255233,Primary
1731,481,2017-03-08 14:10:42.888626,Toddler
2988,911,2017-09-01 18:42:27.098514,Primary
3858,1149,2018-03-14 23:48:14.543246,Infant
1542,481,2017-01-31 20:41:34.876827,Toddler
1544,481,2017-01-31 20:41:36.318196,Primary
2257,481,2017-06-13 18:09:56.47279,Primary
2770,869,2017-08-14 23:26:44.543535,Primary
3861,1123,2018-03-15 00:40:33.302089,Lower Elementary
3428,1033,2017-12-06 00:35:00.416,Lower Elementary
2223,643,2017-06-08 20:23:50.99948,Primary
2320,790,2017-06-19 14:46:06.050587,Adolescent
3419,1045,2017-12-04 23:17:18.77881,Primary
2351,391,2017-06-21 19:48:52.745391,Primary
1243,397,2016-09-20 15:35:47.751117,Upper Elementary
2771,869,2017-08-14 23:28:00.780706,Primary
817,317,2016-08-10 15:41:53.842544,Primary
1242,397,2016-09-20 15:35:47.612748,Lower Elementary
3480,1056,2017-12-14 06:15:00.698329,Primary
3486,1056,2017-12-14 06:15:03.803211,Upper Elementary
3482,1056,2017-12-14 06:15:03.691541,Upper Elementary
3472,1055,2017-12-14 01:03:18.370008,Lower Elementary
2941,911,2017-08-29 21:00:36.097735,Lower Elementary
2795,881,2017-08-17 00:04:40.482403,Lower Elementary
2797,466,2017-08-17 03:35:37.831732,Primary
1673,522,2017-03-01 20:45:32.984185,Primary
2272,696,2017-06-15 00:47:51.48534,Lower Elementary
1301,129,2016-10-04 17:52:11.995215,Primary
2801,866,2017-08-17 15:50:46.725687,Primary
2803,866,2017-08-17 15:51:02.217672,Primary
1995,193,2017-04-26 01:25:17.906059,Primary
244,76,2015-09-09 15:45:41.916277,Elementary
199,71,2015-09-02 15:00:04.786359,Upper Elementary
1308,71,2016-10-06 00:05:55.283281,Primary
1425,462,2016-11-21 18:35:04.884993,Primary
450,218,2016-04-28 16:13:05.85692,Primary
3853,1106,2018-03-14 15:22:43.724256,Primary
3856,224,2018-03-14 17:00:54.631018,Lower Elementary
628,211,2016-06-28 14:39:32.209795,Lower Elementary
1421,462,2016-11-21 18:35:02.604492,Infant
1422,462,2016-11-21 18:35:02.642984,Toddler
514,221,2016-05-16 22:04:06.663646,Toddler
508,221,2016-05-16 22:04:04.84818,Lower Elementary
349,106,2016-02-17 05:12:25.209179,Lower Elementary
986,335,2016-08-29 05:38:11.519305,Primary
989,335,2016-08-29 05:38:11.592497,Toddler
3860,1149,2018-03-14 23:48:17.664595,Elementary
3477,1051,2017-12-14 04:34:07.936458,Infant
1276,401,2016-09-22 22:35:42.884704,Toddler
3470,1055,2017-12-14 01:03:18.160279,Primary
2649,855,2017-08-04 16:08:25.025769,Primary
2398,811,2017-06-30 16:12:28.705707,Toddler
3475,1055,2017-12-14 01:03:18.4354,Primary
3483,1056,2017-12-14 06:15:03.721208,Primary
3487,1056,2017-12-14 06:15:03.827806,Upper Elementary
3478,1051,2017-12-14 04:34:07.974084,Toddler
3481,1056,2017-12-14 06:15:03.64378,Lower Elementary
3855,1106,2018-03-14 15:22:58.556817,Primary
3473,1055,2017-12-14 01:03:18.391941,Upper Elementary
1274,401,2016-09-22 22:35:39.6967,Lower Elementary
1275,401,2016-09-22 22:35:42.053244,Primary
2246,112,2017-06-12 15:38:58.109606,Primary
3474,1055,2017-12-14 01:03:18.411347,Primary
3484,1056,2017-12-14 06:15:03.749496,Lower Elementary
3476,1033,2017-12-14 02:09:44.42401,Lower Elementary
762,307,2016-08-02 20:58:39.496989,Lower Elementary
3485,1056,2017-12-14 06:15:03.776392,Lower Elementary
2814,680,2017-08-18 19:40:49.133109,Primary
2815,792,2017-08-18 19:53:58.174544,Lower Elementary
2826,680,2017-08-19 21:57:42.123488,Primary
2981,919,2017-09-01 17:49:56.663415,Primary
2996,535,2017-09-01 22:58:04.308933,Primary
2328,794,2017-06-20 15:18:19.146937,Primary
3863,30,2018-03-18 02:36:22.532943,Primary
2438,794,2017-07-09 16:44:56.169377,Elementary
2825,888,2017-08-18 21:24:25.393978,Elementary
2824,887,2017-08-18 21:05:57.947557,Primary
2764,869,2017-08-14 23:06:46.719952,Upper Elementary
2769,869,2017-08-14 23:25:40.804067,Primary
3831,1146,2018-03-09 22:31:17.935124,Lower Elementary
2812,872,2017-08-17 20:28:42.760202,Primary
2726,866,2017-08-10 18:22:35.431911,Primary
2802,866,2017-08-17 15:50:54.963153,Primary
1993,193,2017-04-26 01:25:17.872542,Primary
833,35,2016-08-12 19:23:29.298023,Primary
3467,545,2017-12-13 18:41:51.647843,Primary
1309,71,2016-10-06 12:57:10.269469,Primary
1505,478,2017-01-13 02:39:14.671192,Upper Elementary
2780,879,2017-08-15 16:17:02.629622,Lower Elementary
2891,221,2017-08-24 17:16:15.802734,Lower Elementary
874,335,2016-08-17 13:34:33.63107,Lower Elementary
2810,550,2017-08-17 20:19:05.113129,Primary
988,335,2016-08-29 05:38:11.575388,Toddler
977,335,2016-08-29 05:38:09.771714,Upper Elementary
987,335,2016-08-29 05:38:11.555338,Toddler
990,335,2016-08-29 05:38:11.612305,Toddler
983,335,2016-08-29 05:38:11.464294,Primary
984,335,2016-08-29 05:38:11.48417,Primary
909,304,2016-08-18 19:02:26.395518,Primary
865,304,2016-08-17 13:14:44.126133,Lower Elementary
2027,304,2017-05-03 18:28:54.829407,Upper Elementary
2989,911,2017-09-01 18:50:12.989758,Lower Elementary
3865,1024,2018-03-19 17:39:13.322059,Toddler
2993,917,2017-09-01 21:11:07.041279,Upper Elementary
2215,700,2017-06-07 20:48:35.070739,Kindergarten 5 yr olds
3868,1024,2018-03-19 17:39:14.309645,Primary
3183,968,2017-09-29 21:14:22.100521,Infant
3864,1130,2018-03-19 16:49:27.858285,Elementary
3866,1024,2018-03-19 17:39:13.346448,Toddler
2760,869,2017-08-14 22:45:51.130045,Lower Elementary
3184,968,2017-09-29 21:14:22.138675,Infant
2994,917,2017-09-01 21:11:07.133091,Lower Elementary
2816,792,2017-08-18 19:53:58.250226,Primary
2817,792,2017-08-18 19:53:58.334041,Primary
2819,792,2017-08-18 19:53:58.642613,Primary
2818,792,2017-08-18 19:53:58.515856,Lower Elementary
2247,112,2017-06-12 15:38:58.133883,Primary
3496,1052,2017-12-19 22:29:30.764858,Primary
3494,1038,2017-12-19 06:29:54.832373,Elementary
2248,112,2017-06-12 15:38:58.178174,Elementary
3479,1051,2017-12-14 04:34:08.978004,Primary
2809,550,2017-08-17 20:19:03.614015,Lower Elementary
3495,1038,2017-12-19 06:29:54.911828,Elementary
301,95,2015-12-14 14:51:38.273954,Infant/Toddler
2249,112,2017-06-12 15:38:58.92534,Toddler
3492,1038,2017-12-19 06:29:54.733388,Primary
3497,1061,2017-12-19 22:37:14.640826,Primary
3873,1024,2018-03-19 17:39:14.400432,Elementary
3491,995,2017-12-14 23:52:58.155301,Primary
2781,879,2017-08-15 16:17:02.684586,Lower Elementary
1676,522,2017-03-01 20:45:33.509933,Infant
2304,319,2017-06-16 20:12:54.362591,Primary
2828,278,2017-08-20 01:25:38.437486,Elementary
2305,319,2017-06-16 20:12:54.389358,Primary
2308,319,2017-06-16 20:13:00.482133,Lower Elementary
2827,742,2017-08-20 00:28:35.544175,Primary
384,146,2016-03-16 21:45:09.847023,Primary
1304,129,2016-10-04 18:01:03.100946,Lower Elementary
1515,485,2017-01-16 21:09:38.451276,Adolescent
740,302,2016-07-26 15:42:32.456195,Toddler
2241,772,2017-06-12 15:10:06.855772,Upper Elementary
2036,545,2017-05-04 03:34:03.865733,Lower Elementary
1528,455,2017-01-23 18:07:02.548119,Elementary
2638,545,2017-08-02 20:33:33.240151,Upper Elementary
3190,969,2017-10-02 15:59:54.745188,Primary
2634,545,2017-08-02 20:28:12.942133,Primary
2172,695,2017-05-31 22:37:00.417105,Upper Elementary
2242,772,2017-06-12 15:10:06.976774,Adolescent
884,223,2016-08-17 16:27:54.831237,Lower Elementary
894,223,2016-08-17 16:52:09.204114,Lower Elementary
944,223,2016-08-25 19:56:19.454293,Primary
561,223,2016-05-27 16:15:57.324177,Upper Elementary
881,223,2016-08-17 16:25:55.569981,Lower Elementary
1899,693,2017-04-07 22:36:17.594032,Toddler
558,223,2016-05-27 16:15:56.988279,Lower Elementary
2250,112,2017-06-12 15:38:58.95337,Toddler
1552,461,2017-02-02 19:03:41.477156,Toddler
1900,693,2017-04-07 22:36:18.681771,Primary
507,221,2016-05-16 22:04:04.803361,Lower Elementary
978,335,2016-08-29 05:38:09.788677,Upper Elementary
2811,550,2017-08-17 20:19:05.18521,Upper Elementary
985,335,2016-08-29 05:38:11.501409,Primary
1771,481,2017-03-08 14:26:53.763432,Primary
3874,1024,2018-03-19 17:39:14.417924,Elementary
642,249,2016-07-02 22:51:59.407587,Primary
2985,921,2017-09-01 18:35:34.870854,Elementary
2990,911,2017-09-01 18:51:07.946456,Lower Elementary
3493,1038,2017-12-19 06:29:54.787682,Elementary
331,95,2016-02-01 17:55:44.08847,Primary
3881,1157,2018-03-20 22:45:54.138857,Primary
3040,852,2017-09-07 16:16:42.790408,Elementary
1722,481,2017-03-08 14:09:12.68091,Toddler
2509,12,2017-07-21 13:19:07.052084,Primary
3882,1157,2018-03-20 22:45:54.160419,Primary
3023,931,2017-09-06 01:34:17.278588,Primary
2657,228,2017-08-07 18:56:30.661634,Elementary
3007,926,2017-09-05 16:21:07.257204,Elementary
2991,911,2017-09-01 18:51:17.158678,Lower Elementary
2281,481,2017-06-15 16:38:10.739176,Primary
3008,926,2017-09-05 16:21:08.380551,Primary
3009,926,2017-09-05 16:21:08.618628,Infant
3028,930,2017-09-06 16:43:59.83781,Primary
2284,481,2017-06-15 18:11:24.283358,Primary
3877,1106,2018-03-20 00:12:32.782873,Infant
3490,461,2017-12-14 22:03:54.509531,Primary
3010,927,2017-09-05 16:31:29.057498,Primary
2278,481,2017-06-15 16:34:49.208462,Toddler
3006,925,2017-09-05 16:15:09.199484,Adolescent
3875,125,2018-03-19 18:27:22.579874,Primary
2277,481,2017-06-15 16:31:27.459548,Toddler
1302,129,2016-10-04 17:53:44.727543,Primary
3020,46,2017-09-05 22:46:16.100079,Upper Elementary
1675,522,2017-03-01 20:45:33.486644,Infant
1368,382,2016-11-01 01:01:58.443606,Primary
1674,522,2017-03-01 20:45:32.998511,Primary
2805,866,2017-08-17 15:51:50.214059,Primary
2888,458,2017-08-24 13:19:53.598982,Toddler
2675,849,2017-08-08 18:39:40.76271,Toddler
3489,61,2017-12-14 20:40:03.045703,Elementary
2035,545,2017-05-04 03:33:57.560074,Primary
2037,545,2017-05-04 03:34:03.896264,Lower Elementary
2637,545,2017-08-02 20:30:45.332062,Lower Elementary
2038,545,2017-05-04 03:34:03.932543,Upper Elementary
2998,925,2017-09-05 16:15:06.468554,Primary
3000,925,2017-09-05 16:15:06.521767,Primary
3001,925,2017-09-05 16:15:08.986337,Lower Elementary
305,95,2015-12-14 14:52:43.181872,Infant/Toddler
1189,348,2016-09-13 17:32:26.656301,Primary
556,223,2016-05-27 16:15:56.785487,Upper Elementary
1919,506,2017-04-12 15:06:11.00402,Lower Elementary
565,223,2016-05-27 16:16:01.980827,Adolescent
891,223,2016-08-17 16:38:52.461304,Upper Elementary
895,223,2016-08-17 16:52:21.386765,Upper Elementary
2890,223,2017-08-24 15:31:10.582926,Lower Elementary
3032,208,2017-09-06 19:45:47.221571,Elementary
882,223,2016-08-17 16:25:57.14579,Lower Elementary
557,223,2016-05-27 16:15:56.890107,Lower Elementary
889,223,2016-08-17 16:38:36.146246,Lower Elementary
563,223,2016-05-27 16:15:57.442993,Lower Elementary
564,223,2016-05-27 16:16:01.840679,Primary
566,223,2016-05-27 16:16:02.020639,Lower Elementary
562,223,2016-05-27 16:15:57.382962,Upper Elementary
888,223,2016-08-17 16:38:25.106049,Upper Elementary
2713,162,2017-08-10 18:02:54.964229,Lower Elementary
3878,1106,2018-03-20 00:12:41.609184,Infant
2995,917,2017-09-01 21:11:07.188423,Lower Elementary
3879,1157,2018-03-20 22:45:53.054632,Toddler
3880,1157,2018-03-20 22:45:54.112801,Primary
3883,1157,2018-03-20 22:45:54.181197,Primary
3884,1157,2018-03-20 22:45:54.202688,Primary
3885,1157,2018-03-20 22:45:54.221534,Primary
3886,1157,2018-03-20 22:45:54.239424,Primary
2835,871,2017-08-21 16:52:01.944804,Elementary
3395,992,2017-12-01 20:58:15.157459,Upper Elementary
3011,928,2017-09-05 16:35:55.191889,Lower Elementary
3507,1059,2017-12-27 18:38:29.095282,Primary
2331,796,2017-06-20 16:45:55.034529,Upper Elementary
3012,928,2017-09-05 16:35:55.214146,Lower Elementary
3013,928,2017-09-05 16:35:55.228235,Lower Elementary
731,249,2016-07-23 15:27:41.084006,Primary
3014,928,2017-09-05 16:35:55.24183,Lower Elementary
3016,928,2017-09-05 16:35:56.876055,Primary
3018,924,2017-09-05 16:39:35.73588,Primary
2327,793,2017-06-20 14:51:39.966974,Toddler
3890,1157,2018-03-20 22:45:57.112784,Lower Elementary
3892,1157,2018-03-20 22:45:57.178839,Upper Elementary
893,223,2016-08-17 16:39:18.865262,Lower Elementary
2834,851,2017-08-21 16:43:50.382306,Primary
3891,1157,2018-03-20 22:45:57.135715,Lower Elementary
3893,1157,2018-03-20 22:45:57.205555,Upper Elementary
3894,1157,2018-03-20 22:45:57.395949,Adolescent
3895,1157,2018-03-20 22:45:57.420918,Adolescent
3396,992,2017-12-01 20:58:15.172135,Lower Elementary
1545,481,2017-01-31 20:41:36.346538,Primary
1546,481,2017-01-31 20:41:36.369726,Primary
3509,917,2017-12-28 03:34:46.412605,Primary
3506,962,2017-12-26 22:07:31.187779,Primary
3017,928,2017-09-05 16:35:56.902043,Upper Elementary
3019,924,2017-09-05 16:39:35.754187,Primary
3503,1064,2017-12-22 01:19:10.059422,Lower Elementary
3021,46,2017-09-05 22:46:43.045249,Upper Elementary
3499,1064,2017-12-22 01:19:08.217261,Lower Elementary
3500,1064,2017-12-22 01:19:09.841313,Primary
3501,1064,2017-12-22 01:19:09.92796,Primary
3502,1064,2017-12-22 01:19:09.994141,Primary
2806,866,2017-08-17 15:52:04.042307,Primary
1321,430,2016-10-16 18:01:10.405672,Primary
2201,430,2017-06-06 20:16:11.882162,Lower Elementary
2202,430,2017-06-06 20:16:11.907097,Lower Elementary
2203,430,2017-06-06 20:16:11.94482,Upper Elementary
3041,852,2017-09-07 16:17:17.927138,Elementary
2352,391,2017-06-21 19:48:52.771266,Primary
2836,892,2017-08-21 18:16:08.093595,Primary
2837,892,2017-08-21 18:16:08.124698,Primary
2999,925,2017-09-05 16:15:06.502611,Primary
500,144,2016-05-15 00:58:48.617672,Primary
818,144,2016-08-10 17:57:10.8628,Primary
2439,144,2017-07-10 13:48:12.712241,Primary
2358,144,2017-06-22 19:11:22.775996,Primary
377,144,2016-03-16 15:51:44.595127,Primary
880,223,2016-08-17 16:13:54.883184,Primary
1295,223,2016-09-29 22:04:55.017545,Primary
1896,345,2017-04-05 16:39:53.802579,Infant
3876,125,2018-03-19 18:27:49.442321,Upper Elementary
3044,891,2017-09-08 02:06:24.9887,Upper Elementary
3903,1055,2018-03-22 08:04:38.312743,Lower Elementary
2831,891,2017-08-21 15:19:36.084184,Primary
1300,129,2016-10-04 17:49:55.962464,Toddler
3050,852,2017-09-08 14:58:13.76146,Primary
3896,1101,2018-03-21 02:28:32.233828,Primary
2868,404,2017-08-23 15:01:32.773087,Upper Elementary
2854,839,2017-08-22 05:22:56.203396,Upper Elementary
1749,481,2017-03-08 14:16:09.178561,Infant
3043,891,2017-09-08 02:06:24.949155,Lower Elementary
2851,649,2017-08-21 21:05:43.718858,Primary
1547,481,2017-01-31 20:41:43.152413,Lower Elementary
3897,1118,2018-03-21 16:56:58.800046,Toddler
1303,129,2016-10-04 17:54:04.921735,Primary
1750,481,2017-03-08 14:16:19.734341,Infant
1751,481,2017-03-08 14:16:29.056798,Infant
3042,891,2017-09-08 02:06:22.379896,Primary
3052,852,2017-09-08 16:15:59.010517,Primary
2832,851,2017-08-21 16:43:49.060095,Elementary
2856,894,2017-08-22 05:43:22.013532,Lower Elementary
2997,917,2017-09-05 15:16:35.415418,Primary
2833,851,2017-08-21 16:43:49.085659,Elementary
2280,481,2017-06-15 16:37:38.811264,Infant
3029,930,2017-09-06 16:43:59.863331,Toddler
3024,931,2017-09-06 01:57:27.075252,Toddler
1975,166,2017-04-20 19:41:00.268643,Primary
3027,930,2017-09-06 16:43:59.798558,Primary
1752,481,2017-03-08 14:16:38.193157,Infant
3051,852,2017-09-08 16:15:38.800253,Primary
3508,1066,2017-12-27 19:08:15.016978,Primary
3867,1024,2018-03-19 17:39:14.290932,Primary
697,284,2016-07-20 03:28:27.599864,Primary
3898,1118,2018-03-21 16:57:00.19483,Primary
3899,1118,2018-03-21 16:57:04.020846,Lower Elementary
3900,1118,2018-03-21 16:57:04.062607,Upper Elementary
